"","genesysId","instCode","acceNumb","genus","anthesis1","anthrac","awns","basaltillr","branchangl","endosprmco","endosprmtx","endosprmty","exsertion","glumecolor","glumepubsc","heightunif","jdmidrib","kercolor","kercover","kerplump","kershape","mesocarp","midribcol","nodaltillr","paniclecom","paniclelgt","paniclerec","panicleshp","pericarpco","plantcol","planthgt","rust","seedtype"
"865",390335,"USA016","PI 585626","Sorghum",53,"Resistant","None",1,"Erect","White","Partly corneous","Non-waxy",12,"Purple","No"," (1.5) (1.0 = Very uniform, 5.0 = Not uniform)","Dry","White","75% kernel covered","Plump","Oval","Thick","Colorless","Yes","Compact",12,"Erect","Oval","White","Purple-red",166," (4.5) (1.0 = Resistant, 5.0 = Susceptible)","Single"
"866",390336,"USA016","PI 585671","Sorghum",58,"Resistant","Long",2,"Drooping","White","Almost corneous","Non-waxy",24,"Black","No"," (1.5) (1.0 = Very uniform, 5.0 = Not uniform)","Dry","White","Involuted","Plump","Oval","Thick","Colorless","Yes","Loose",40,"Erect","Lax","White","Purple-red",206," (3.0) (1.0 = Resistant, 5.0 = Susceptible)","Single"
"867",390337,"USA016","PI 585691","Sorghum",61,"Resistant","Long",2,"Drooping","White","Partly corneous","Non-waxy",32,"Red","No"," (1.5) (1.0 = Very uniform, 5.0 = Not uniform)","Dry","White","Involuted","Plump","Oval","Thin","Colorless","Yes","Loose",53,"Erect","Lax","White","Red-purple",240," (2.0) (1.0 = Resistant, 5.0 = Susceptible)","Single"
"868",390339,"USA016","PI 585729","Sorghum",56,"Resistant","None",1,"Drooping","White","Almost corneous","Non-waxy",20,"Tan","No"," (1.5) (1.0 = Very uniform, 5.0 = Not uniform)","Dry","White","Involuted","Plump","Oval","Thick","Colorless","Yes","Loose",48,"Erect","Lax","White","Red-purple",230," (1.5) (1.0 = Resistant, 5.0 = Susceptible)","Single"
"869",390340,"USA016","PI 585730","Sorghum",58,"Resistant","Long",1,"Drooping","White","Almost corneous","Non-waxy",30,"Black","No"," (1.5) (1.0 = Very uniform, 5.0 = Not uniform)","Dry","White","Involuted","Plump","Oval","Thick","Colorless","Yes","Loose",40,"Erect","Lax","White","Purple-red",160," (2.0) (1.0 = Resistant, 5.0 = Susceptible)","Single"
"870",390341,"USA016","PI 585746","Sorghum",44,"Resistant","Long",1,"Drooping","White","Completely corneous","Non-waxy",17,"Black","No"," (1.5) (1.0 = Very uniform, 5.0 = Not uniform)","Dry","White","Involuted","Plump","Oval","Thick","Colorless","Yes","Loose",43,"Erect","Lax","White","Purple-red",150," (4.0) (1.0 = Resistant, 5.0 = Susceptible)","Single"
"871",390342,"USA016","PI 585787","Sorghum",70,"Resistant","Long",0,"Drooping","White","Almost corneous","Non-waxy",38,"Purple","No"," (1.5) (1.0 = Very uniform, 5.0 = Not uniform)","Dry","White","Involuted","Plump","Oval","Thin","Colorless","Yes","Loose",36,"Erect","Lax","White","Purple-red",206," (2.5) (1.0 = Resistant, 5.0 = Susceptible)","Single"
"872",390343,"USA016","PI 585801","Sorghum",56,"Resistant","Long",0,"Drooping","White","Completely corneous","Non-waxy",20,"Black","No"," (1.5) (1.0 = Very uniform, 5.0 = Not uniform)","Dry","White","Involuted","Plump","Oval","Thick","Colorless","Yes","Loose",50,"Erect","Lax","White","Purple-red",240," (3.5) (1.0 = Resistant, 5.0 = Susceptible)","Single"
"873",390344,"USA016","PI 585820","Sorghum",49,"Resistant","Long",0,"Drooping","White","Partly corneous","Non-waxy",20,"Black","No"," (1.5) (1.0 = Very uniform, 5.0 = Not uniform)","Dry","Brown","Involuted","Plump","Round","Thin","Colorless","Yes","Loose",34,"Erect","Lax","Red","Purple-red",200," (4.5) (1.0 = Resistant, 5.0 = Susceptible)","Single"
"874",390345,"USA016","PI 585844","Sorghum",56,"Resistant","None",2,"Erect","White","Almost corneous","Non-waxy",34,"Black","No"," (1.5) (1.0 = Very uniform, 5.0 = Not uniform)","Dry","White","75% kernel covered","Plump","Oval","Thick","Colorless","Yes","Loose",36,"Erect","Elliptical","White","Red-purple",206," (3.0) (1.0 = Resistant, 5.0 = Susceptible)","Single"
"875",390347,"USA016","PI 585864","Sorghum",49,"Resistant","None",0,"Erect","White","Partly corneous","Non-waxy",1,"Black","Yes"," (1.5) (1.0 = Very uniform, 5.0 = Not uniform)","Dry","White","75% kernel covered","Plump","Round","Thin","Colorless","No","Semi-loose",14,"Erect","Oval","White","Purple-red",154," (4.0) (1.0 = Resistant, 5.0 = Susceptible)","Single"
"876",390349,"USA016","PI 585925","Sorghum",64,"Resistant","Long",2,"Drooping","White","Partly corneous","Non-waxy",13,"Purple","No"," (1.5) (1.0 = Very uniform, 5.0 = Not uniform)","Dry","Red","Involuted","Plump","Oval","Thin","Colorless","Yes","Loose",43,"Erect","Lax","Red","Purple-red",277," (3.5) (1.0 = Resistant, 5.0 = Susceptible)","Single"
"877",390350,"USA016","PI 585926","Sorghum",59,"Resistant","Short",1,"Drooping","White","Partly corneous","Non-waxy",17,"Red","No"," (1.5) (1.0 = Very uniform, 5.0 = Not uniform)","Dry","White","Involuted","Plump","Round","Thick","Colorless","Yes","Loose",31,"Erect","Lax","White","Red",220," (2.0) (1.0 = Resistant, 5.0 = Susceptible)","Single"
"878",390351,"USA016","PI 585954","Sorghum",85,"Resistant","None",0,"Drooping","White","Partly corneous","Non-waxy",10,"Purple","No"," (1.5) (1.0 = Very uniform, 5.0 = Not uniform)","Dry","Red","Involuted","Plump","Oval","Thin","Colorless","No","Loose",50,"Erect","Lax","Red","Purple-red",390," (3.0) (1.0 = Resistant, 5.0 = Susceptible)","Single"
"879",390352,"USA016","PI 585968","Sorghum",62,"Resistant","Short",2,"Drooping","White","Partly corneous","Non-waxy",2,"Red","No"," (1.5) (1.0 = Very uniform, 5.0 = Not uniform)","Dry","Red","Involuted","Plump","Oval","Thin","Colorless","Yes","Loose",38,"Erect","Lax","Red","Red",290," (4.0) (1.0 = Resistant, 5.0 = Susceptible)","Single"
"880",390353,"USA016","PI 586008","Sorghum",62,"Resistant","None",1,"Drooping","White","Partly corneous","Non-waxy",15,"Black","No"," (1.5) (1.0 = Very uniform, 5.0 = Not uniform)","Dry","Red","Involuted","Plump","Oval","Thin","Colorless","Yes","Loose",35,"Erect","Lax","Red","Purple-red",270," (4.0) (1.0 = Resistant, 5.0 = Susceptible)","Single"
"881",390354,"USA016","PI 586033","Sorghum",69,"Resistant","None",1,"Erect","White","Partly corneous","Non-waxy",10,"Straw","Intermediate"," (1.5) (1.0 = Very uniform, 5.0 = Not uniform)","Dry","White","Involuted","Plump","Round","Thick","Colorless","Yes","Semi-compact",23,"Erect","Elliptical","White","Purple-red",246,"Susceptible","Single"
"882",390355,"USA016","PI 586063","Sorghum",57,"Resistant","None",2,"Erect","White","Partly corneous","Non-waxy",26,"Black","Intermediate"," (1.5) (1.0 = Very uniform, 5.0 = Not uniform)","Dry","Red","Involuted","Plump","Oval","Thick","Colorless","Yes","Semi-loose",20,"Erect","Elliptical","Red","Purple",164," (4.0) (1.0 = Resistant, 5.0 = Susceptible)","Single"
"883",390357,"USA016","PI 586091","Sorghum",57,"Resistant","None",0,"Erect","White","Partly corneous","Non-waxy",0,"Black","Intermediate"," (2.0) (1.0 = Very uniform, 5.0 = Not uniform)","Dry","White","75% kernel covered","Plump","Oval","Thick","Colorless","No","Semi-compact",27,"Erect","Elliptical","White","Red",150," (4.5) (1.0 = Resistant, 5.0 = Susceptible)","Single"
"884",390358,"USA016","PI 586094","Sorghum",59,"Resistant","None",0,"Erect","White","Partly corneous","Non-waxy",15,"Red","Intermediate"," (1.5) (1.0 = Very uniform, 5.0 = Not uniform)","Intermediate","White","75% kernel covered","Plump","Round","Thick","Colorless","Yes","Semi-compact",34,"Erect","Oval","White","Red",155," (4.0) (1.0 = Resistant, 5.0 = Susceptible)","Single"
"885",390359,"USA016","PI 586120","Sorghum",51,"Resistant","Long",0,"Erect","White","Partly corneous","Non-waxy",22,"Purple","No"," (1.5) (1.0 = Very uniform, 5.0 = Not uniform)","Dry","Brown","Involuted","Plump","Oval","Thick","Colorless","Yes","Semi-loose",33,"Erect","Elliptical","Red","Purple-red",190," (4.5) (1.0 = Resistant, 5.0 = Susceptible)","Single"
"886",390360,"USA016","PI 586129","Sorghum",43,"Resistant","None",2,"Drooping","White","Almost starchy","Non-waxy",30,"Black","No"," (1.5) (1.0 = Very uniform, 5.0 = Not uniform)","Dry","White","Involuted","Plump","Round","Thick","Colorless","No","Loose",40,"Erect","Lax","White","Purple-red",190,"Susceptible","Single"
"887",390361,"USA016","PI 586138","Sorghum",51,"Resistant","None",2,"Drooping","White","Partly corneous","Non-waxy",24,"Black","No"," (1.5) (1.0 = Very uniform, 5.0 = Not uniform)","Dry","White","Involuted","Plump","Oval","Thin","Colorless","Yes","Loose",26,"Erect","Lax","White","Purple-red",180," (4.5) (1.0 = Resistant, 5.0 = Susceptible)","Single"
"888",390363,"USA016","PI 586201","Sorghum",62,"Resistant","Long",0,"Drooping","White","Partly corneous","Non-waxy",19,"Black","No"," (1.5) (1.0 = Very uniform, 5.0 = Not uniform)","Dry","White","Involuted","Plump","Oval","Thick","Colorless","Yes","Loose",35,"Erect","Lax","White","Red",236," (4.0) (1.0 = Resistant, 5.0 = Susceptible)","Single"
"889",390364,"USA016","PI 586204","Sorghum",47,"Resistant","None",0,"Erect","White","Completely starchy","Non-waxy",19,"Black","No"," (1.5) (1.0 = Very uniform, 5.0 = Not uniform)","Dry","Brown","Involuted","Plump","Round","Thin","Colorless","Yes","Semi-loose",29,"Erect","Elliptical","Red","Purple",212," (4.0) (1.0 = Resistant, 5.0 = Susceptible)","Single"
"890",390365,"USA016","PI 586230","Sorghum",62,"Resistant","Long",1,"Drooping","White","Partly corneous","Non-waxy",10,"Black","No"," (1.5) (1.0 = Very uniform, 5.0 = Not uniform)","Dry","White","Involuted","Plump","Oval","Thin","Colorless","Yes","Loose",30,"Erect","Lax","White","Red-purple",210," (4.0) (1.0 = Resistant, 5.0 = Susceptible)","Single"
"891",390366,"USA016","PI 586241","Sorghum",55,"Resistant","None",0,"Erect","White","Partly corneous","Non-waxy",10,"Purple","No"," (1.5) (1.0 = Very uniform, 5.0 = Not uniform)","Dry","White","25% kernel covered","Plump","Round","Thick","Colorless","Yes","Semi-loose",26,"Erect","Elliptical","White","Purple-red",140,"Susceptible","Single"
"892",390367,"USA016","PI 586247","Sorghum",55,"Resistant","Long",1,"Drooping","White","Partly corneous","Non-waxy",31,"Purple","No"," (1.5) (1.0 = Very uniform, 5.0 = Not uniform)","Dry","White","Involuted","Plump","Oval","Thin","Colorless","Yes","Loose",35,"Erect","Lax","White","Purple-red",214," (4.0) (1.0 = Resistant, 5.0 = Susceptible)","Single"
"893",390368,"USA016","PI 586255","Sorghum",45,"Resistant","None",1,"Drooping","White","Partly corneous","Non-waxy",16,"Black","No"," (1.5) (1.0 = Very uniform, 5.0 = Not uniform)","Dry","White","Involuted","Plump","Round","Thick","Colorless","Yes","Loose",25,"Erect","Lax","White","Purple",144," (4.0) (1.0 = Resistant, 5.0 = Susceptible)","Single"
"894",390369,"USA016","PI 586258","Sorghum",45,"Resistant","Long",0,"Drooping","White","Partly corneous","Non-waxy",18,"Purple","No"," (1.5) (1.0 = Very uniform, 5.0 = Not uniform)","Dry","White","Involuted","Plump","Oval","Thin","Colorless","No","Loose",25,"Erect","Lax","White","Purple",142," (4.0) (1.0 = Resistant, 5.0 = Susceptible)","Single"
"895",390370,"USA016","PI 586282","Sorghum",47,"Resistant","Long",0,"Drooping","White","Partly corneous","Non-waxy",16,"Black","No"," (1.5) (1.0 = Very uniform, 5.0 = Not uniform)","Dry","Red","Involuted","Plump","Oval","Thick","Colorless","Yes","Loose",39,"Erect","Lax","Red","Red",220," (4.0) (1.0 = Resistant, 5.0 = Susceptible)","Single"
"896",390371,"USA016","PI 586332","Sorghum",59,"Resistant","None",0,"Erect","White","Completely starchy","Non-waxy",17,"Black","No"," (1.5) (1.0 = Very uniform, 5.0 = Not uniform)","Dry","Red","Involuted","Plump","Oval","Thick","Colorless","No","Semi-loose",40,"Erect","Elliptical","Red","Purple",243," (4.5) (1.0 = Resistant, 5.0 = Susceptible)","Single"
"897",390372,"USA016","PI 586333","Sorghum",56,"Resistant","Long",1,"Drooping","White","Partly corneous","Non-waxy",28,"Purple","No"," (1.5) (1.0 = Very uniform, 5.0 = Not uniform)","Dry","Mixed","Involuted","Plump","Oval","Thin","Colorless","Yes","Loose",38,"Erect","Lax","Mixed","Purple",232," (4.0) (1.0 = Resistant, 5.0 = Susceptible)","Single"
"898",390373,"USA016","PI 586404","Sorghum",45,"Resistant","None",1,"Erect","White","Completely starchy","Non-waxy",15,"Purple","No"," (1.5) (1.0 = Very uniform, 5.0 = Not uniform)","Dry","Brown","25% kernel covered","Plump","Round","Thick","Colorless","No","Semi-loose",28,"Erect","Elliptical","Red","Red-purple",145," (4.5) (1.0 = Resistant, 5.0 = Susceptible)","Single"
"899",390374,"USA016","PI 586427","Sorghum",69,"Resistant","Long",4,"Drooping","White","Completely corneous","Non-waxy",14,"Mixed","No"," (1.5) (1.0 = Very uniform, 5.0 = Not uniform)","Dry","White","Involuted","Plump","Oval","Thick","Colorless","Yes","Loose",35,"Erect","Lax","White","Purple",228," (4.0) (1.0 = Resistant, 5.0 = Susceptible)","Single"
"900",390375,"USA016","PI 586438","Sorghum",59,"Resistant","None",0,"Erect","White","Partly corneous","Non-waxy",26,"Purple","Intermediate"," (1.5) (1.0 = Very uniform, 5.0 = Not uniform)","Dry","Brown","75% kernel covered","Plump","Round","Thick","Colorless","No","Semi-loose",23,"Erect","Elliptical","Red","Purple",111,"Susceptible","Single"
"901",390376,"USA016","PI 586449","Sorghum",59,"Resistant","None",1,"Erect","White","Partly corneous","Non-waxy",11,"Black","No"," (1.5) (1.0 = Very uniform, 5.0 = Not uniform)","Dry","White","75% kernel covered","Plump","Round","Thick","Colorless","No","Semi-loose",22,"Erect","Elliptical","White","Purple",70," (4.5) (1.0 = Resistant, 5.0 = Susceptible)","Single"
"902",390377,"USA016","PI 586468","Sorghum",62,"Resistant","None",1,"Erect","White","Partly corneous","Non-waxy",4,"Black","No"," (1.5) (1.0 = Very uniform, 5.0 = Not uniform)","Intermediate","Brown","75% kernel covered","Plump","Oval","Thick","Colorless","Yes","Semi-loose",27,"Erect","Elliptical","Red","Red",195," (4.0) (1.0 = Resistant, 5.0 = Susceptible)","Single"
"903",390378,"USA016","PI 586520","Sorghum",69,"Resistant","None",0,"Erect","White","Partly corneous","Non-waxy",9,"Black","No"," (1.5) (1.0 = Very uniform, 5.0 = Not uniform)","Dry","White","25% kernel covered","Plump","Round","Thick","Colorless","Yes","Semi-loose",27,"Erect","Elliptical","White","Red-purple",320," (3.5) (1.0 = Resistant, 5.0 = Susceptible)","Single"
"904",390379,"USA016","PI 586524","Sorghum",56,"Resistant","Long",0,"Erect","White","Completely corneous","Waxy",22,"Straw","No"," (1.5) (1.0 = Very uniform, 5.0 = Not uniform)","Dry","Red","75% kernel covered","Plump","Oval","Thick","Colorless","No","Semi-loose",30,"Erect","Elliptical","Red","Red",170," (4.0) (1.0 = Resistant, 5.0 = Susceptible)","Single"
"905",406286,"USA016","PI 585337","Sorghum",56,"Resistant","None",0,"Erect","White","Almost starchy","Non-waxy",5,"Straw","Intermediate"," (1.5) (1.0 = Very uniform, 5.0 = Not uniform)","Dry","White","50% kernel covered","Plump","Oval","Thick","Colorless","No","Semi-compact",34,"Erect","Elliptical","White","Red-purple",140," (2.5) (1.0 = Resistant, 5.0 = Susceptible)","Single"
"906",406288,"USA016","PI 585395","Sorghum",65,"Resistant","None",0,"Erect","Yellow","Partly corneous","Non-waxy",8,"Straw","Intermediate"," (1.5) (1.0 = Very uniform, 5.0 = Not uniform)","Dry","Yellow","75% kernel covered","Plump","Round","Thin","Colorless","No","Semi-loose",32,"Erect","Elliptical","Lemon yellow","Red-purple",190," (3.0) (1.0 = Resistant, 5.0 = Susceptible)","Single"
"907",406289,"USA016","PI 585407","Sorghum",58,"Resistant","None",1,"Drooping","White","Partly corneous","Non-waxy",12,"Red","No"," (1.5) (1.0 = Very uniform, 5.0 = Not uniform)","Dry","Red","Involuted","Plump","Round","Thin","Colorless","Yes","Loose",33,"Erect","Lax","Red","Red-purple",230," (2.0) (1.0 = Resistant, 5.0 = Susceptible)","Single"
"908",406290,"USA016","PI 585423","Sorghum",60,"Resistant","None",0,"Drooping","White","Partly corneous","Non-waxy",10,"Purple","No"," (1.5) (1.0 = Very uniform, 5.0 = Not uniform)","Dry","White","Involuted","Plump","Round","Thick","Colorless","Yes","Loose",32,"Erect","Lax","White","Red-purple",270," (2.0) (1.0 = Resistant, 5.0 = Susceptible)","Single"
"909",406291,"USA016","PI 585504","Sorghum",70,"Resistant","Long",0,"Erect","White","Partly corneous","Non-waxy",38,"Straw","No"," (1.5) (1.0 = Very uniform, 5.0 = Not uniform)","Dry","Brown","Kernel fully covered","Plump","Oval","Thin","Colorless","Yes","Loose",45,"Erect","Elliptical","Red","Purple-red",272," (3.5) (1.0 = Resistant, 5.0 = Susceptible)","Single"
"910",406293,"USA016","PI 585539","Sorghum",77,"Resistant","Long",0,"Erect","White","Completely starchy","Non-waxy",25,"Straw","No"," (1.5) (1.0 = Very uniform, 5.0 = Not uniform)","Dry","Brown","Kernel fully covered","Plump","Oval","Thin","Colorless","Yes","Loose",37,"Erect","Elliptical","Red","Red-purple",268," (1.5) (1.0 = Resistant, 5.0 = Susceptible)","Single"
"911",406295,"USA016","PI 585569","Sorghum",56,"Resistant","None",1,"Drooping","White","Partly corneous","Non-waxy",24,"Straw","No"," (1.5) (1.0 = Very uniform, 5.0 = Not uniform)","Dry","White","Involuted","Plump","Oval","Thick","Colorless","Yes","Loose",34,"Erect","Lax","White","Purple-red",210," (3.0) (1.0 = Resistant, 5.0 = Susceptible)","Single"
"912",406296,"USA016","PI 585615","Sorghum",63,"Resistant","None",0,"Erect","White","Completely starchy","Non-waxy",0,"Black","Intermediate"," (1.5) (1.0 = Very uniform, 5.0 = Not uniform)","Dry","Brown","50% kernel covered","Plump","Round","Thin","Colorless","No","Semi-loose",40,"Erect","Elliptical","Red","Red-purple",280,"Resistant","Single"
"913",406297,"USA016","PI 585685","Sorghum",53,"Resistant","Long",0,"Drooping","White","Partly corneous","Non-waxy",33,"Tan","No"," (1.5) (1.0 = Very uniform, 5.0 = Not uniform)","Dry","White","Involuted","Plump","Oval","Thick","Colorless","Yes","Loose",39,"Erect","Lax","White","Purple-red",184," (1.5) (1.0 = Resistant, 5.0 = Susceptible)","Single"
"914",406301,"USA016","PI 585763","Sorghum",58,"Resistant","None",0,"Drooping","White","Partly corneous","Non-waxy",27,"Black","No"," (1.5) (1.0 = Very uniform, 5.0 = Not uniform)","Dry","White","Involuted","Plump","Oval","Thick","Colorless","Yes","Loose",36,"Erect","Lax","White","Red-purple",233," (3.0) (1.0 = Resistant, 5.0 = Susceptible)","Single"
"915",406302,"USA016","PI 585796","Sorghum",58,"Resistant","None",0,"Drooping","White","Partly corneous","Non-waxy",22,"Purple","No"," (1.5) (1.0 = Very uniform, 5.0 = Not uniform)","Dry","White","Involuted","Plump","Oval","Thick","Colorless","Yes","Loose",40,"Erect","Lax","White","Purple-red",274," (3.5) (1.0 = Resistant, 5.0 = Susceptible)","Single"
"916",406303,"USA016","PI 585810","Sorghum",65,"Resistant","Long",0,"Drooping","White","Partly corneous","Non-waxy",12,"Purple","No"," (1.5) (1.0 = Very uniform, 5.0 = Not uniform)","Dry","White","Involuted","Plump","Oval","Thick","Colorless","Yes","Loose",60,"Erect","Lax","White","Purple-red",328," (2.0) (1.0 = Resistant, 5.0 = Susceptible)","Single"
"917",406306,"USA016","PI 585958","Sorghum",77,"Resistant","Long",2,"Drooping","White","Completely corneous","Non-waxy",10,"Purple","No"," (1.5) (1.0 = Very uniform, 5.0 = Not uniform)","Dry","Red","Involuted","Plump","Oval","Thin","Colorless","Yes","Loose",36,"Erect","Lax","Red","Red",310," (3.0) (1.0 = Resistant, 5.0 = Susceptible)","Single"
"918",406307,"USA016","PI 585959","Sorghum",71,"Resistant","None",2,"Drooping","White","Partly corneous","Non-waxy",14,"Red","No"," (1.5) (1.0 = Very uniform, 5.0 = Not uniform)","Dry","Red","Involuted","Plump","Oval","Thin","Colorless","Yes","Loose",30,"Erect","Lax","Red","Red",276," (3.0) (1.0 = Resistant, 5.0 = Susceptible)","Single"
"919",406308,"USA016","PI 585972","Sorghum",62,"Resistant","None",0,"Drooping","White","Almost corneous","Non-waxy",5,"Red","No"," (1.5) (1.0 = Very uniform, 5.0 = Not uniform)","Dry","Red","Involuted","Plump","Oval","Thin","Colorless","Yes","Loose",36,"Erect","Lax","Red","Red",335," (3.5) (1.0 = Resistant, 5.0 = Susceptible)","Single"
"920",406309,"USA016","PI 585997","Sorghum",56,"Resistant","None",1,"Drooping","White","Partly corneous","Non-waxy",23,"Black","No"," (1.5) (1.0 = Very uniform, 5.0 = Not uniform)","Dry","Red","Involuted","Plump","Oval","Thin","Colorless","Yes","Loose",38,"Erect","Lax","Red","Purple-red",231," (3.5) (1.0 = Resistant, 5.0 = Susceptible)","Single"
"921",406310,"USA016","PI 586005","Sorghum",62,"Resistant","None",0,"Drooping","White","Partly corneous","Non-waxy",9,"Purple","No"," (1.5) (1.0 = Very uniform, 5.0 = Not uniform)","Dry","Red","Involuted","Plump","Oval","Thin","Colorless","No","Loose",35,"Erect","Lax","Red","Purple-red",291," (4.0) (1.0 = Resistant, 5.0 = Susceptible)","Single"
"922",406311,"USA016","PI 586052","Sorghum",62,"Resistant","Long",0,"Drooping","White","Partly corneous","Non-waxy",21,"Purple","No"," (1.5) (1.0 = Very uniform, 5.0 = Not uniform)","Dry","White","Involuted","Plump","Oval","Thin","Colorless","No","Loose",34,"Erect","Lax","White","Purple",239," (3.5) (1.0 = Resistant, 5.0 = Susceptible)","Single"
"923",406313,"USA016","PI 586078","Sorghum",51,"Resistant","None",0,"Erect","White","Partly corneous","Non-waxy",0,"Straw","Intermediate"," (1.5) (1.0 = Very uniform, 5.0 = Not uniform)","Dry","White","75% kernel covered","Plump","Oval","Thick","Colorless","No","Semi-compact",21,"Erect","Oval","White","Purple-red",78," (4.5) (1.0 = Resistant, 5.0 = Susceptible)","Single"
"924",406314,"USA016","PI 586093","Sorghum",62,"Resistant","None",0,"Erect","White","Partly corneous","Non-waxy",0,"Straw","Intermediate"," (1.5) (1.0 = Very uniform, 5.0 = Not uniform)","Dry","White","Involuted","Plump","Oval","Thick","Colorless","No","Semi-compact",22,"Erect","Elliptical","White","Red-purple",113,"Susceptible","Single"
"925",406316,"USA016","PI 586112","Sorghum",45,"Resistant","Long",1,"Erect","White","Partly corneous","Non-waxy",32,"Black","Intermediate"," (1.5) (1.0 = Very uniform, 5.0 = Not uniform)","Dry","White","75% kernel covered","Plump","Variable","Thick","Colorless","No","Semi-loose",30,"Erect","Elliptical","White","Purple",148," (4.0) (1.0 = Resistant, 5.0 = Susceptible)","Single"
"926",406318,"USA016","PI 586309","Sorghum",56,"Resistant","None",1,"Drooping","White","Partly corneous","Non-waxy",34,"Straw","No"," (1.5) (1.0 = Very uniform, 5.0 = Not uniform)","Dry","White","Involuted","Plump","Oval","Thick","Colorless","Yes","Loose",36,"Erect","Lax","White","Red-purple",216," (3.0) (1.0 = Resistant, 5.0 = Susceptible)","Single"
"927",406319,"USA016","PI 586314","Sorghum",51,"Resistant","Short",0,"Erect","White","Partly corneous","Non-waxy",30,"Purple","Yes"," (1.5) (1.0 = Very uniform, 5.0 = Not uniform)","Dry","White","75% kernel covered","Plump","Variable","Thick","Colorless","No","Semi-compact",36,"Erect","Elliptical","White","Purple-red",170," (4.0) (1.0 = Resistant, 5.0 = Susceptible)","Single"
"928",406321,"USA016","PI 586358","Sorghum",49,"Resistant","None",0,"Erect","White","Completely starchy","Non-waxy",20,"Black","No"," (1.5) (1.0 = Very uniform, 5.0 = Not uniform)","Dry","Brown","Involuted","Plump","Oval","Thick","Colorless","Yes","Semi-loose",19,"Erect","Elliptical","Red","Purple",210," (4.0) (1.0 = Resistant, 5.0 = Susceptible)","Single"
"929",406322,"USA016","PI 586380","Sorghum",49,"Resistant","None",0,"Erect","White","Completely starchy","Non-waxy",10,"Purple","No"," (1.5) (1.0 = Very uniform, 5.0 = Not uniform)","Dry","Brown","Involuted","Plump","Round","Thick","Colorless","No","Semi-compact",21,"Erect","Oval","Red","Red",137," (4.5) (1.0 = Resistant, 5.0 = Susceptible)","Single"
"930",406323,"USA016","PI 586511","Sorghum",49,"Resistant","None",0,"Erect","White","Partly corneous","Non-waxy",22,"Straw","No"," (1.5) (1.0 = Very uniform, 5.0 = Not uniform)","Dry","Red","75% kernel covered","Plump","Round","Thin","Colorless","Yes","Semi-loose",31,"Erect","Oval","Red","Red",170," (4.0) (1.0 = Resistant, 5.0 = Susceptible)","Single"
"931",407613,"USA016","PI 457308","Sorghum",65," (2.0) (1.0 = Resistant, 5.0 = Susceptible)","Short",0,"Erect","White","Partly corneous","Non-waxy",27,"Purple","Intermediate"," (2.0) (1.0 = Very uniform, 5.0 = Not uniform)","Dry","White","75% kernel covered","Plump","Round","Thin","Colorless","Yes","Semi-loose",38,"Erect","Elliptical","White","Purple-red",300," (4.0) (1.0 = Resistant, 5.0 = Susceptible)","Single"
"932",422275,"USA016","PI 585308","Sorghum",56,"Resistant","Long",1,"Erect","White","Partly corneous","Non-waxy",14,"Red","No"," (1.5) (1.0 = Very uniform, 5.0 = Not uniform)","Dry","Brown","75% kernel covered","Plump","Oval","Thick","Colorless","Yes","Semi-loose",27,"Erect","Elliptical","Red","Red",191," (3.0) (1.0 = Resistant, 5.0 = Susceptible)","Single"
"933",422278,"USA016","PI 585380","Sorghum",60,"Resistant","None",2,"Drooping","Mixed","Partly corneous","Non-waxy",10,"Red","No"," (1.5) (1.0 = Very uniform, 5.0 = Not uniform)","Dry","White","Involuted","Plump","Round","Thin","Colorless","Yes","Loose",38,"Erect","Lax","White","Red",210," (2.0) (1.0 = Resistant, 5.0 = Susceptible)","Single"
"934",422279,"USA016","PI 585414","Sorghum",63,"Resistant","Long",0,"Drooping","White","Partly corneous","Non-waxy",6,"Purple","No"," (1.5) (1.0 = Very uniform, 5.0 = Not uniform)","Dry","Mixed","Involuted","Plump","Oval","Segregating","Colorless","Yes","Loose",40,"Erect","Lax","White","Red-purple",294," (3.5) (1.0 = Resistant, 5.0 = Susceptible)","Single"
"935",422280,"USA016","PI 585501","Sorghum",74,"Resistant","None",0,"Erect","White","Completely starchy","Non-waxy",30,"Purple","No"," (1.5) (1.0 = Very uniform, 5.0 = Not uniform)","Dry","Brown","75% kernel covered","Plump","Round","Thin","Colorless","Yes","Loose",22,"Erect","Elliptical","Red","Purple-red",220," (3.0) (1.0 = Resistant, 5.0 = Susceptible)","Single"
"936",422282,"USA016","PI 585578","Sorghum",73,"Resistant","None",0,"Erect","White","Completely starchy","Non-waxy",13,"Purple","No"," (1.5) (1.0 = Very uniform, 5.0 = Not uniform)","Dry","Brown","50% kernel covered","Plump","Oval","Thin","Colorless","Yes","Semi-loose",36,"Erect","Elliptical","Red","Purple-red",271," (1.5) (1.0 = Resistant, 5.0 = Susceptible)","Single"
"937",422284,"USA016","PI 585694","Sorghum",61,"Resistant","Long",1,"Drooping","White","Partly corneous","Non-waxy",33,"Purple","No"," (1.5) (1.0 = Very uniform, 5.0 = Not uniform)","Dry","White","Involuted","Plump","Round","Thick","Colorless","Yes","Loose",38,"Erect","Lax","White","Red-purple",197," (3.5) (1.0 = Resistant, 5.0 = Susceptible)","Single"
